,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,-0.0001317157451763786,-91.42634309897088,125.1828688820639,-22.017704563796382,43.47306148126701,-13.259558286019224,1.1586589899110638,12.680629151044252,3.209579890318157,3.6435346850462484,7.090994712480044,-9.04655298041379,13.209160408668001,-0.7566094990707065,5.728184229184965,-1.8197389986152916,6.4861208600117495,-7.688446569266851,1.7834846669916116,-3.491089573262136,0.4092108523565718,1828.9095253042892,0.01059071347117424,3831.6654624277458,0.4557833922999329,-0.4864180320479475
1,-1.8629592703460677e-18,-772.9722281175667,47.88410744585976,44.62036268470847,42.71987642375107,41.20143429583772,39.10101589980478,36.71765364948152,34.07577483849213,31.181327664904792,28.120905220140592,24.88253463750645,21.565986039406134,18.211372514970076,14.840674261681862,11.54049732162803,8.331543623426555,5.259504523412143,2.368636253869567,-0.33483055046890353,-2.8054043673751385,101.65520825113525,1.1074619266082664e-07,108.84847475614161,0.02499984141134024,-0.02499984141134023
2,-1.7734189874791427e-05,-429.8941014917311,217.2511798594634,-0.695803380388483,6.366982450910832,-6.7617012972181945,-2.59539563139546,22.33996839021458,15.225741539638635,6.460533208312676,11.40113122189443,-5.585335214995959,-12.895711044323894,-7.748240867562841,-7.313533502572611,0.648286376352363,3.4524195963485265,-3.2911913698381876,-6.885557199313185,-11.268417754935458,-13.261244222027747,737.6605935362603,5.800438520964235e-05,1064.8977996296965,0.08869783134997888,-0.0933828532868769
3,4.8675919599102105e-05,-94.81290716650098,121.71780593696532,-35.63515446437342,2.80567593660861,-0.7027911581030709,6.643068274660787,-2.3261037800979487,2.2763824443925262,-11.676299278549967,2.2763470714129124,2.820377782523559,5.933297183495904,0.07172067699528847,2.2832334659400044,-1.9831675633635593,11.454318472803314,2.511180976343444,3.0168882359440112,-16.011255749527173,-17.70081914190118,1760.1003574826552,0.002924249041825533,2861.6133320538293,0.8592605059490122,-0.8488793103553935
4,-9.301987178985305e-05,-331.80547063768915,164.14533792964443,-23.0727200156097,24.60120608384693,-4.461507753790724,12.447479219770768,2.3615898901055257,10.80981556405985,10.318917304279253,14.415754986267487,7.586511710997341,13.364094857981279,1.658382216923585,4.22662495903156,-4.079145370300286,-3.838229386777053,-10.228243667043465,-7.3861228644224886,-13.372258555306676,-6.747234096032694,1009.4503522923995,0.0006994474097155035,1866.8540293081646,0.09276781517910516,-0.09027338336792856
5,-1.8629592703460677e-18,-772.9722281175667,47.88410744585976,44.62036268470847,42.71987642375107,41.20143429583772,39.10101589980478,36.71765364948152,34.07577483849213,31.181327664904792,28.120905220140592,24.88253463750645,21.565986039406134,18.211372514970076,14.840674261681862,11.54049732162803,8.331543623426555,5.259504523412143,2.368636253869567,-0.33483055046890353,-2.8054043673751385,101.65520825113525,1.1074619266082664e-07,108.84847475614161,0.02499984141134024,-0.02499984141134023
6,-1.1756783833304753e-05,-32.88322463852663,-36.612759847700275,-57.24467527549163,-56.21300464845898,-50.62609151026094,-25.178398239998288,-30.908453735198737,-15.399731155247155,-18.262197049801106,-9.851786708609625,-19.102243376195258,-9.437576234546855,-4.775222799372789,4.650567039405089,-5.517477031155463,1.9656711766472297,-5.570752596834104,-1.6194260813400865,-10.203889410084798,-5.8138297156412415,5014.323648863911,0.274916410446167,8622.056341446892,0.5756912173900328,-0.5283020924885349
7,-1.0264154308993474e-05,-367.7262860757769,156.8636584433364,16.612799206651314,11.496476422882429,-0.5209297367414243,21.618225911153072,3.253960259523332,7.9954702175778,1.8012683936992853,-3.1301621029067914,-13.640124659364119,-4.413173846617048,1.5151362384980933,11.690544069128629,0.3202395398789819,2.4576131125007987,-8.49852986000007,-6.951390421777372,-8.678263536953231,9.9398976208804,1101.432154474454,0.0009692094172351062,1605.8417347814307,0.0931133930340147,-0.07983336281751936
8,-1.3661692173409904e-05,-304.5844728729824,78.54475438560134,-52.326331451687686,2.9704382944265206,-25.198237925491565,-16.465593026214016,1.0953429425374985,14.87602438448465,-2.167794747437701,-15.764105466902242,-35.84933061318968,-9.846794116288816,1.0499931932867637,11.733719898933305,3.2275366229448808,-9.647933862633483,-12.065306034402024,-9.379867262531075,-14.348487006841818,-2.908459435244313,1687.1263663759491,0.00046087452210485935,2847.797230626806,0.31421348043751224,-0.3289679700160605
9,-1.8629592703460677e-18,-772.9722281175667,47.88410744585976,44.62036268470847,42.71987642375107,41.20143429583772,39.10101589980478,36.71765364948152,34.07577483849213,31.181327664904792,28.120905220140592,24.88253463750645,21.565986039406134,18.211372514970076,14.840674261681862,11.54049732162803,8.331543623426555,5.259504523412143,2.368636253869567,-0.33483055046890353,-2.8054043673751385,101.65520825113525,1.1074619266082664e-07,108.84847475614161,0.02499984141134024,-0.02499984141134023
